text,sentiment
"Dana BST PPKM Darurat Sudah Disalurkan?, Cek Di Sini
#PPKM #PPKMDaruratSolusiTepat
https://t.co/zEuh5JiBkY",1
@PerekonomianRI @KemenBUMN @KemenkesRI @kemenhub151 @kai151 @bptj151 @mrtjakarta @LAPOR1708 @KawalCOVID19 @ridwankamil @LuhutBinsar @pramonoanung @BudiKaryaS @BudiGSadikin @mohmahfudmd @jokowi @KompasTV @kompascom @YLKI_ID @YLKI #RekanCommuters #KCILawanCorona #PPKM (2/3),1
PPKM pakai masker #kediri #ppkm #kabupatenkediri #mojo #COVID19 #indonesiappkm https://t.co/tn6otMKqw5,1
"TRANS7: RT @trans7club: Satgas Penanganan Covid-19 mengeluarkan Surat Edaran No.15 Tahun 2021 tentang Pembatasan Mobilitas Masyarakat.

Baca selengkapnya di https://t.co/TwlLCbnmEp

#trans7update #sobat7jaditau #iduladha #ppkm https://t.co/R2KFFhF0BW",1
"Oh la Vita 
SELALU BUKA
untuk Makan di Tempat 
Dari jam 15.00 sd 21.30
(Last Order 21.00)
#steakandshake #cheese #keju
#iconkulinersolo #iconkuliner
#surakarta #italianfood
#kulinerlegendaris 
#jajansolomurah #jajansolohitz #jajansolo #jajansoloenak
#solocity #PPKM #PPKMMikro https://t.co/8wSR3MKMBN",0
"PPKM Diperpanjang, Delapan Daerah di Jateng Naik ke Level 1

Selengkapnya Klik Tautan Berikut ini
#Semarang #PPKM #Daerah #jateng 

https://t.co/r05pHIStxr",1
"Jakarta Luar Biasa https://t.co/4CD1OlcYKu via @YouTube 

#PPKM
#Bandara
#CGK",1
"@MNCPlayID dari oagi telp call center tidak pernah tersambung, apakah karena PPKM ??? #PPKM",2
Pernah Peduli Kemudian Menghilang #PPKM,2
"אלוהים יברך את ישראל

#Covid
#Covid19
#Covid_19
#Covidー19
#Corona
#Coronavirus
#Vaksin
#Vaksincorona
#Vaksincovid19
#Vaksinasi
#Vaccine
#Vaccination
#Coronavaccine
#Covidvaccine19
#Lockdown
#PSBB
#PPKM
#Dirumahaja https://t.co/RcUC9QQeaP",1
Tokoh muda Muhammadiyah Defy Indiyanto Budiarto merespons positif keputusan pemerintah memperpanjangan PPKM Darurat tersebut. #PPKM https://t.co/erC5LSWBkf,1
"Siapa nih yang kemarin udah ikutan #puzzledemots sesi pertama ?
Ikutan lagi yuk! Kali ini kosakata seputar bagian wajah

Tenang aja, kamu pasti dapat jawabannya kalau kamu menerapkan #PPKM, Pelan-Pelan Kamu Mencari 🤭

Bagikan jawabanmu di kolom komentar ya 😉 https://t.co/zOhXTIY6OC",1
"HIMBAUAN PROKES 3 PILAR KOTA PASURUAN

Himbauan Prokes kepada Masyarakat di Masjid Jami' Kota Pasuruan bertujuan untuk mencegah penyebaran Covid-19 dan mengurangi mobilitas masyarakat.

#polripresisi #presisi #jawatimurbangkit #jogopaskot #lawancovid19 #protokolkesehatan #ppkm https://t.co/81QPkZKKwc",1
Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 2 dan 1 di #PikoData https://t.co/B2RzT4cjrw,1
"Jombang sepi

Semoga negri ini segera pulih kembali

Sehatlah negeriku beserta penghuninya.
#jombang #PPKM https://t.co/1MJKwbhJQV",0
"Presiden menegaskan kebijakan tersebut diambil untuk keselamatan bangsa Indonesia di tengah situasi lonjakan pandemi yang terjadi saat ini. #PPKMdaruratDemiRakyat #PPKMDarurat #ppkm #PPKMMikroDarurat 
.
https://t.co/T4wy1C8TbK",1
"Percuma panjang tapi ga keras😳
#PPKM https://t.co/fmRhgHaIN6",2
"Sumbar Dianggap Lewati Puncak Kasus Saat Pemerintah Perpanjang Masa PPKM Luar Jawa via @infosumbar https://t.co/qmLcAC2FTG 

#infosumbar #pandemi #PPKM",1
"Pemerintah membagikan Banpres Produktif sebesar Rp1,2 juta per orang kepada 12,8 juta pelaku usaha mikro dan kecil pada tahun 2021 ini.
#PPKM https://t.co/HyUw6EJMzn",1
Salah satu mal yang terancam dijual yakni Ujung Berung Town Square (Ubertos) dan akhir-akhir ini ramai di media sosial. #PPKM https://t.co/CG8KaI3A7k,1
"Polres Magetan mengajak para pelaku usaha Mikro di Daerah Wisata Telaga Sarangan Kabupaten Magetan untuk tetap Menggelorakan semangat Merah putih dalam menghadapi Pandemi Covid-19.
#PPKM
#SemangatMerahPutih
#KibarkanBenderaMerahPutih
#BansosPPKM https://t.co/8acxrz0ZlA",1
"Perkaya wawasan Anda dengan khasanah pemikiran dan tsaqofah Islamiyyah. Kami mudahkan pencarian Anda dengan ketersediaan buku bermutu #BukuIslam #Senin #Literasi #PPKM 
https://t.co/tkeZWPEKD6
--------------
https://t.co/nTNFbj5eBz https://t.co/VsV5hq0gww",1
"Temu Penggemar Bikin Kerumunan, Artis TikTok Viensboys Diperiksa Polisi #Madiun - #MadiunInfo #InformasiMadiun #beritamadiun #MadiunNews #kabarMadiun #wisataMadiun #peristiwamadiun #ppkm #prokes #tiktok #viensboys #Polres #MadiunKota #KotaMadiun 
https://t.co/oVKlhlTqpv https://t.co/ysYLWIwALv",1
#lampujalan #tigakawasanutama #kotagorontalo #ppkm #hulondalo #hulondaloid https://t.co/tJFGShOpwj,1
"Sejumlah daerah mulai melakukan pembelajaran tatap muka seperti yang ada di Banjar dan Cianjur Jawa Barat. Namun berbeda dengan Banjar, meski sudah dimulai, namun sekolah terpaksa dihentikan di Cianjur.
Selengkapnya https://t.co/WEokfqCfvT
#NewsOneMinute #CariBeritaditvOne #PPKM https://t.co/BXRhD7qNg9",1
"PPKM Darurat Jawa-Bali langkah terbaik dalam menekan Penyebaran Virus Covid 19
#dukungPPKMDarurat #PPKM #COVID19  #patuhiPPKMDarurat
PPKM Sudah Tepat https://t.co/yslKU6TGri",1
@industrycoid Dengan kondisi #PPKM pada triwulan-2 dan pada awal triwulan-3 jadi #PPKMDarurat tekanan pertumbuhan ekonomi akan berlanjut dan pertumbuhan negatif sulit dihindarkan https://t.co/vbXcsVRuYA,1
"Idhul Adha cuman denger Suara Takbir di Masjid,

Yaaaa.. gmana lagi... Syukuri aja
#PPKM",0
"https://t.co/JrxRpQV0q4

PPKM Level 4 Diperpanjang, Polda Metro Jaya Sebut Masih Ada Pembatasan Mobilitas

#PPKM #PPKMUntukKebaikan 
#PPKMLevel4 
#PPKMDaruratBerdampakBaik",1
"#Nasional Panglima TNI Jenderal TNI Andika Perkasa menegaskan dana dukungan wajib bagi personel yang bertugas dalam mengawal PPKM dan percepatan vaksinasi harus ditransfer ke rekening masing-masing personel. #PPKM 

https://t.co/FdTHvvQgk4",1
Nahh #PPKM https://t.co/EkZvNIPqlv,1
"Pemerintah memutuskan untuk tidak akan menerapkan PPKM Level 3 pada periode Natal dan Tahun Baru (Nataru) secara serentak di semua wilayah. MYF

Selengkapnya: https://t.co/fisXoOd1Az

#MNCTVNews #Nataru #Liburan #Natal #TahunBaru #COVID19 #PPKM #Vaksin https://t.co/xdbupq5GYM",1
"Caranya, pemohon wajib menghubungi kantor imigrasi sebelum hari kedatangan, ya Sahabat Mido. 

#uruspaspor #ppkm #layananpaspor #paspor #pasporindonesia https://t.co/XYB6JK8qln",1
"Ojo mentang2 PPKM wes gak ono koe podo rabi kyo janjian , tulung lurr kami sebagai kaum penyumbang mawot golek utangan

#ppkm #jowostory #lampungtatag",2
"Besok sholat idul adha, pastikan bahwa yang kalian kurban kan adalah hewn yg di perboleh kan bukan perasaan apalgi MANTAN!...
.

#iduladha #IduladhaDiRumah #IdulAdha2021 #HariArafah #harirayaiduladha #PPKM #dirumahaja #StaySafe",1
gaada yg nyari premium Spotify atau akun netflix nih?? #premiumspotify #netflix #zonaba #ppkm,1
"Stay at home 
#malming 
#birojomblo 
#PPKM panggil Pi Ki malam mingguan juga🤣🤣🤣🤣 https://t.co/NJZ1DynJbP",1
"https://t.co/RJbFOG7T3Z

Kata siapa ppkm bosen, liat deh aktifitas ppkm aku 
#PPKM
#kuybisa 
#inibarugokil
#rezekiwow",2
"Bagaimana Luhut  Binsar Pandjaitan menjawab isu-isu hangat di tengah masyarakat tentang dirinya? Andy F. Noya akan mengkonfirmasinya di #KickAndyDoubleCheck episode “ADA APA DENGAN LUHUT?” Minggu (25/7) Pukul 19.05 WIB.

#MetroTV #LuhutPandjaitan #PPKM #Luhut https://t.co/n7rNV6ZtJ5",1
mbok ya PPKM iku di kasi tgl sekalian brek… 1 bulan 2 bulan ato 1 taun lgsg gitu lho… bingung deh mau nentuin plan mau gerak sana sini gak bisa atuh 😭 ohhh coronaaa ⚡️ #PPKM #onlyinindonesia,2
PPKM Pelan2 Ku Melebar 🥲 #PPKM,2
"Juru Bicara Vaksinasi Kemenkes, Siti Nadia Tarmizi : Adapun, pada minggu kedua ini, kita lihat bahwa penurunan belum sampai angka 50%. Kalau kita lihat di tempat restoran, pusat perbelanjaan itu penurunan baru sekitar 25%. Kalau di tempat kerja 40%.
#PPKM #PPKMdarurat #Kemenkes",1
"#Viral makin kebablasan petugas #PPKM di daerah Gowa provinsi @infoSULSEL  ,gagal faham tentang penerapan PPKM , jangan perlakukan masyarakat seperti pelaku kriminalitas atau teroris, mereka hanya mencari makan #COVID19  @Polresgowa3 @poldasulsel_  @DivHumas_Polri #indonesia https://t.co/J8DohXeYUG",2
Bosan di rumah? MNC Insurance punya tips yang bisa membuatmu tetap sibuk selama #PPKM #darurat #mncinsurance #tips,1
"Pemberlakuan PPKM belum mengalami perubahan signifikan pasca adanya penambahan kasus COVID-19. 

#merahputihcom #ppkm #update  

https://t.co/ZIX4fcNJpA",1
#TokyoOlympics #ppkm #dirumahaja https://t.co/C5xXCdUEtk,1
"PPKM Level 3, Polda Jabar Berlakukan Buka Tutup dan Ganjil Genap 
https://t.co/oMSBSAemjJ
#PPKM #PPKMLevel3 #PoldaJabar #GanjilGenap",1
"#PPKM versiku pakai smartfren Gokil MAX karena anti lelet dan bisa dipakai 24jam di semua aplikasi

@smartfrenworld
 #KuyBisa #IniBaruGokil 
#Rejekiwow https://t.co/dT9JIP0ZMV",1
"Buat kamu yang pengen belajar bahasa Prancis tapi gak punya banyak waktu luang, Kelas Ekstensif ini sangat cocok untukmu karena jadwalnya hanya 2 kali seminggu. 

Tunggu apa lagi? Ayo belajar bersama kami, dijamin #PPKM deh!
Pelan-Pelan Kamu Mahir 😉",0
AJI Kecam Ajakan Stop Baca Berita Soal Covid-19 https://t.co/J968LBjZ1P #COVID19 #Covid #Bali #Indonesia #PPKM #AJI,1
"@CebongParno kini DPR jd Letoylemah Bersama Puan.. #LBP

#Kepak letoy pembungkam microphone.. !

#PPKM = #Penyintas² #Pakde Kini Menyesal.. !

🤠🤑🤣🎃👻",2
"Pemprov DKI akan memberikan sanksi pidana untuk tempat usaha yang melanggar PPKM.

#merahputihcom #Jakarta #PPKM #COVID19 
https://t.co/rLlhozRpPj",1
#PPKM Pelan Pelan Kemudian Mati,2
"Hai #SobatKursus

Yuk, kursus daring melalui 
https://t.co/jX44P1ORD0

#PPKM
#KursusDaring
#KursusBerdaya
#VokasiKuat
#MenguatkanIndonesia
#MerdekaBelajar https://t.co/zOD07whyaC",1
"Pertama, kita liat dulu nih kenapa diperpanjang lagi. Alasannya buat nurunin penyebaran Covid-19 masih tinggi! Selain itu, PPKM diharapkan bisa cegah collapse-nya rumah sakit yang udah kewalahan.

Dampaknya ke ekonomi gimana?

#PPKM #PPKMDarurat #PPKMDaruratDemiSelamat",2
"@pegipegi Teteup buka lapak ☕

💪

#PPKM #PPKMDarurat #IduladhaDiRumah #IdulAdha2021 #Qurban https://t.co/ZNVGUNY9wj",1
"#PPKM 
#PakPresidenKapanMundur https://t.co/8Ul6JAhq8h",1
"#Info
#PPKM
#PPKMDarurat
#DIY https://t.co/91vIaRCPqn",1
"PPKM = PROFIT PENGHASILAN KITA MINUS.

#PPKM 
#Bitcoin",2
"Ebola? Dulu ebola trmasuk virus yg berbahaya jg, dan penyebarannya lebih cepat, “tapi” ga sampai bertahun2 dan tidak memiliki varian delta, dll. Knp dgn covid 19 mmlki bnyk varian? Apkh ad unsur dibalik sebuah virus? I think so 🤭 #PPKM",2
"PPKM diperpanjang bagaimana nasip Sepakbola Indonesia?

#PPKM #PPKMLevel4 #SEPAKBOLAINDONESIA #Liga1 https://t.co/WFYz3fgjb1",1
"Pemerintah Kabupaten Lamsel menindaklanjuti instruksi Mendagri terkait PPKM level 4 dengan menerbitkan instruksi Bupati Lamsel No.10 tahun 2021 tentang PPKM pada kriteria level IV covid19 di Kabupaten Lamsel.
#PPKM #PPKMLevel4 #PPKMdaruratlevel4 #lampostco
https://t.co/g0jERpARcu",1
"[TERBARU] Penanganan #COVID19 di Jakarta.
(1/2) Update data tes &amp; kasus PCR DKI Jakarta 11 Maret 21. Strategi tes, lacak dan isolasi terus digencarkan untuk temukan sebanyaknya kasus positif agar dapat disembuhkan dan tidak menularkan virus.
#JagaJakarta  #PSBBJakarta #PPKM https://t.co/28vJ5BiDlE",1
"29 oktober 2021 Motor bising jam 1858 https://t.co/D5c9wxb25r via @YouTube @TMCPoldaMetro
 #knalpotbising #motorbising #ppkm",1
penipu #ppkm https://t.co/ApEpKSy67K,2
"PPKM Diperpanjang, Tidak Ada Daerah Yang Berstatus Level 4

#ppkm https://t.co/CcTOWy3ryy",1
"3. Luhut juga mengatakan, PPKM ini tetap akan digunakan sebagai instrumen untuk mengendalikan mobilitas dan aktivitas masyarakat. Simak pernyataan Luhut dengan klik tautan berikut - #PPKM #PandemiCovid19
https://t.co/9GUTN7SpNm",1
"Berada dalam fase berdiam, berjuang dengan penuh godaan! 
#PPKM",2
"Jangan PHP nya main mingguan terus pak, coba sekali-kali PHP nya tahunan,
Pasti menyenangkan dah pakpak

#Vaksin #Covid_19 #PPKM #PPKMLevel4TekanCovid #PPKMSengsarakanRakyat #PpkmDiperpanjang",0
PPKM di Luar Jawa-Bali Kembali Diperpanjang https://t.co/0zaZnHhVQ1 #Jawa-Bali #PPKM,1
"Mending blak blak an aja pak klo #PpkmDiperpanjang sampai 6 bulan gitu, soal nya kyk ny rakyat nilai pemerintah agak gmna gitu, kami rakyat hanya mengikuti aturan dari pemerintah, mau keritik juga kami rakyat takut di ciduk
#PPKM",2
"Kami sudah terbiasa dengan skripsi dan kabinet yg berjilid. Tapi tidak dengan #ppkm yg memiliki jilid-julid derita, duka, teriak perut yg tak mau berdiam walaupun dipaksa bungkam, tingkat depresi yg tiap terus saja meroket tanpa berhenti dan saldo rekening kering.",2
"OPERASI YUSTISI &amp; PENYEKATAN JALUR 3 PILAR KOTA PASURUAN

#polripresisi #presisi #jawatimurbangkit #jogopaskot #lawancovid19 #protokolkesehatan #ppkm #operasiyustisipenegakanprotokolkesehatan.
.
.
.
#JogoPaskot https://t.co/5i5XywxlrJ",1
"TNI jaga perbatasan ❌
TNI jaga warteg ✅

#ppkm #level3dan4 😁 https://t.co/I6eP9Bdjmy",1
"PPKM telah efektif mencegah terjadinya kerumunan.

#PPKM https://t.co/xtQOK2qlyE",1
"Prabujaya meskipun ada #ppkm tetap buka seperti biasa tapi hanya melayani pembelian take away. 
#ndaskumumetndasmupiye",1
#PPKM diperpanjang guys... https://t.co/kPXYTlwlL1,1
"Mal Tutup Imbas PPKM, Tukang Servis HP Tawarkan Jasa di Jalanan - https://t.co/MgPGNyIkHs 

#PPKM 
#KotaMedan 
#SatpolPP",1
"Menko Polhukam, Mahfud MD menyebut bahwa hal itu harus terus berjalan meskipun kontroversial. Mahfud menambahkan pemerintah pun tidak panik karena sudah terbiasa dikritik.
Selengkapnya https://t.co/1IF5hG9q13
#KutipanDuaSisi #DuaSisitvOne #CariBeritaditvOne #MahfudMD #PPKM https://t.co/t0apl4QmDV",1
Mao jadi elsa ps1 aja dah eh gamers ps1 aja dah #PPKM https://t.co/rmFiXSC6X8,2
"Syarat Naik Pesawat Terbaru Lion Air, Citilink dan Garuda, Anak di Bawah Usia 12 Tahun Boleh Terbang?
 
#naikpesawat #anakdibawah12tahun #syaratnaikpesawat #PPKM #VirusCorona #Covid19Indonesia 

https://t.co/EcWzRZs0F0 via @tribunkaltim",1
"AGEN JUDI ONLINE TERPERCAYA 

IBET899 Agen Judi Online Dengan Kategori Paling Lengkap
Sebagai agen judi online dan bandar judi slot online terbesar, IBET899 menggunakan server Terbaik dan Terpercaya . 

#judionline #pragmatic #slotonline #slotindonesia #judibola #poker #ppkm https://t.co/bV8Ic3CxE5",0
"dukung PPKM

#PPKM #ppkmpatuhi4m https://t.co/PVNxhZl0lr",1
"PPKM Diberlakukan, Mulai Besok Senin MRT Jakarta Lakukan Perubahan Waktu Operasional, Ini Jadwalnya
 
https://t.co/6apIF2TNeE lewat @wartakotalive 
#PPKM #MRTJakarta #JadwalMRT",1
Pdi Perjuangan Kian Mempesona 💋 #PPKM,0
"Sejak pandemi ; tidak ada waktu tidur, tiap harinya adalah hari lembur Lembur bekerja lebih keras, lembur memikirkan lebih banyak permasalahan ; Ayah, Ibu adalah korban yang paling tabah

#harikamis #bapak #PPKM https://t.co/wTHPCavVNp",0
"BKD Jatim menunggu detail aturan dari pusat terkait pengetatan dan larangan bagi ASN saat cuti bersama. #jatimnow #PPKM
https://t.co/pSjy7hkYfm",1
"Sambatane bapak2 dino iki pas ndek warung kopi :
🧔 : ""Susah e dadi wong lanang, ng omah di obrak bojone kongkon nyambut gawe, ng dalan di obrak polisi kongkon moleh""

#PPKM",2
"Bingung gak bisa kemana-mana gegara #PPKM ?

Santai, kita pergi saja ke luar angkasa!
Kita jelajahi luar angkasa luas dengan Buku WHEN, WHAT, WHY, WHERE, WHO DAN HOW ALAM SEMESTA!

Buku ini menjawab pertanyaan anak tentang alam semesta dengan gambar seru!

@elexmedia @gramedia https://t.co/zytwoBQtZK",0
"Kasus korupsi yang ditangani KPK di sejumlah daerah membuat Pemkot Malang kembali mengambil langkah preventif, begini strategi yang dilakukan
.
#korupsi #KotaMalang @KPK_RI #PPKM @PemkotMalang #KPK #pemkotmalang 
https://t.co/IYvvbPwnwd",1
"the gang spend the day at a haunted house 
#butterflysoup #diyamin #ppkm https://t.co/gP9syn4qen",1
"Yok ngopi

#ngopienak
#PPKM https://t.co/jTolCAZXoX",1
"Tweeps, gimana kabarnya? semangat jaga kesehatan ya!
Malam ini mimin mau bahas sesuatu, masih terkait pandemi juga, yaitu tentang #MortalitasKomunal, ditulis oleh Presidium MER-C dr. Yogi Prabowo, Sp.OT.  

 #Isoman #Covid19 #Pandemi #TaatProkes #PPKM #PPKMDarurat
#1Indonesia",1
"Gubernur DKI Jakarta Anies Baswedan menjelaskan alasan sistem Surat Tanda Registrasi Pekerja (STRP) tidak bisa diakses Senin kemarin.

#strp #aniesbaswedan #dkijakarta #jakarta #ppkm #ppkmmikro #lensaindonesia #rtv https://t.co/Br1neHjDJF",1
"#Video #Viral #PedagangPakaiJas #Pedagang #PPKM #Pandemi |

VIDEO VIRAL Pedagang Cilok Pakai Jas ala Pejabat di Mataram, Cara Bertahan dari Pandemi dan PPKM 
https://t.co/PaGkuJjtEy via @tribunnews",1
"#PPKM #PPKMSengsarakanRakyat 

Sedih bgt gw kayak nutup pintu rezeki orang :( https://t.co/CAEpWGCc3M",2
"PUSAT SEWA MOBIL (DRIVER+BBM) 💯% TERMURAH SE-JAKARTA✌😁
#sewamobiljakarta #liburankeluarga  
#rentalmobiljakarta #wisatajakarta #wisatabandung #sewahiacejakarta #sewahiacejakartapusat #sewaalphardjakarta #keluarga #Jakarta #balitravel #bandungtravel
#travel #sewamobil #PPKM https://t.co/h5ILLZHlUG",1
"Selama 14 hari ke depan, mulai bsk 11 Januari 2020,  PPKM di @provjateng akan diberlakukan. 
Mari jaga diri kita masing-masing utk melindungi yang lain, utk melindungi keluarga, sahabat dan juga melindungi negara.
#PPKM
#dirumahaja https://t.co/3g6x7YXrC1",1
#tantekesepian x #PPKM,2
#PPKM,2
"#PPKM ala aku temenin anakku belajar online, internet nya pakai SMARTFREN @smartfrenworld GOKIL MAX. Anti lelet bs di pake 24 jam di semua aplikasi 🔥
Liat video selengkapnya

#IniBaruGokil #KuyBisa
#TikTok https://t.co/818seUJ2yr",1
5 oktober 2021 motor jam 0950-0957 https://t.co/3ga80qyokf via @YouTube @TMCPoldaMetro  #ppkm,1
Tito Karnavian Kembali Terbitkan 2 Instruksi Mendagri Tentang PPKM https://t.co/MtEscmDOpx #InstruksiMendagri #PPKM #TitoKarnavian,1
"Ditunjuk sebagai destinasi wisata uji coba yang dibuka selama masa PPKM, pengelola objek wisata Keraton Ratu Boko di Sleman, mulai berbenah. #PPKM 

Video selengkapnya: https://t.co/LkU9vSC5kx https://t.co/MPCd6miAeN",1
"MASIH SHELEETTT BUAT PPKM!!!

#PPKM 
#PPKMSengsarakanRakyat",0
"Hajatan ala Drive Thru di kabupaten Tanggamus Lampung
#ppkm
#hajatandrivethru
#tanggamus
#tvrinews https://t.co/r9HDRinrLj",1
"Nunggu keputusan ppkm di perpanjang atau tidak, kyk lg nunggu sidang isbat 1 ramadhan
Xixixi 
#PPKM https://t.co/x280lEnyoO",1
"Mak maaakk...🤣🤣🤣🤣🤣

Membangkongkan...

#PPKM
 Panjang panjang Kont!l Melar https://t.co/Goq155sYTo",2
"PPKM Resmi Naik Level 3, Anies Masih Tunggu Inmendagri
https://t.co/0O8dFow8w4

#PPKM #ppkmlevel3 #aniesbaswedan",1
Alhamdulillah saya sudah sehat. #Covid19 varian delta ini memang luar biasa. Mulai sekarang saya punya title baru dibelakang nama. Ada tambahannya *Lc* = Lulusan covid #PPKM #PPKMLevel4 #PPKMDaruratBerdampakBaik #PPKMDaruratDemiSelamat #EfekBaikPPKMDarurat #PPKMDarurat,0
ayo bantu Indonesia kembali pulih #PPKM,0
"Namaste 🙏🏻 ….

#morningvibes #namaste #meditate #bali #waterfall #lovinglife #surrender #joy #rezaheadline #ppkm #nature https://t.co/KhYVVz0jNI",1
"Terus bergerak 
#Bansos #PPKM
#baksos #partaiPPP

https://t.co/GWsooKYdTj",1
"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/Rln17JgoMn",1
"Ayo Patuhi Protokol Kesehatan Covid 19 Masih Mewabah Lindungi Diri Anda Dan Orang Lain Pakai Masker Harga Mati

#Bst
#Ppkm
#kamipercayajokowi
#berbagitiapharipolresbabar https://t.co/BZMikvcYfz",1
"Halo Sobat Budaya,
Sebagai salah satu upaya pencegahan meluasnya penyebaran virus Covid-19, Dinas Kebudayaan Provinsi DKI Jakarta mengubah mekanisme pengiriman surat masuk. 
Selengkapnya : https://t.co/nKRRiSLU0z  

#DisbudDKI
#BudayaJakarta
#LawanCovid19
#PPKM https://t.co/Y1sXaUU8nN",1
"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.500 Masker ke warga. Minggu (5/12).

#ayopakaimasker
#ppkm
#ppkmlevel2
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/c7lm6V7058",1
"Selama PPKM Darurat, ada tiga kategori di Tokopedia yang mengalami lonjakan cukup siginifikan yakni kesehatan, makanan dan minuman, serta rumah tangga. https://t.co/hUITujqqET

#PPKM #Tokopedia #TokopediaPeduliSehat #BelanjaOnline https://t.co/KapGOt8Mfw",1
"Aturan PPKM mikro terbit, Hippindo: Akan meningkatkan penjualan di pusat perbelanjaan https://t.co/gsf9CcqoIh #PPKM",1
"☯️ KATALOG XIMIVOGUE BAGS MADE IN KOREA☯️

💸 PRICE sudah ada di katalognya yah

SLIDE 2
#shopefromhome #Shopee #madeinkorea #KoreanUpdates #kpop #BelanjadiShopee88 #belanja #Corona #PPKM https://t.co/f2I4nblYUV",1
"Plesiran naik perahu keliling Rawa Pening.
Pastinya sudah pada kangen donk bisa plesiran asyik seperti ini.
Maka dari itu, mari kita bersama berjuang melawan Corona, supaya kondisi segera pulih dan membaik seperti sediakala. Dan kita pun bisa berwisata kembali dengan nyaman
#ppkm https://t.co/p0RIYcMNc1",0
"PPKM ""pelan pelan kamu bisa""
PPKM Level 4 
#PPKM 
#Alonalonasalkelakon https://t.co/Yx37s3TtfT",1
"Lawan Pandemi, Gubernur Anies Baswedan Perpanjang Lagi Penerapan PPKM di DKI Jakarta

https://t.co/BbZCiA0c6o

#ppkm #Ppkmdki #ppkmjakarta #psbbjakarta #anies #aniesbaswedan #kebijakan #Pandemi #corona #covid19 #lawancorona #lawancovid19 #ppkmanies",1
"Pelaku Perjalananan Asal Solo Kedapatan Positif Covid saat Kena Penyekatan di Jepara.

Selengkapnya klik tautan berikut ini. 
#Jepara #Penyekatan #PPKM #Darurat #Positif #Covid19 

https://t.co/yLL5CTa03Q",1
Hastag Pak Presiden Kapan Mundur? #PPKM,1
"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/6vBWdFykbf",1
"Pengalihan dan penyekatan ruas jalan di Kota Pontianak. Berikut ini jalurnya.
#zonamerah #COVID19
#pontianak #PPKM https://t.co/xtyJmqn26z",1
Pengamat kebijakan publik Trubus Rahadiansyah mengungkapkan alasan adanya pelonggaran di setiap perpanjangan PPKM. Simak selengkapnya. #PPKM https://t.co/c6eWj6V0bw,1
Malam minggu ngeri2 cemas tp alhamdulillah #ppkm,2
"Biarkan kami tetap bekerja dan Anda tetap dirumah saja. 

#dirumahaja #dirumah #dirumahsaja #nanoquartz #nanoglasscoating #ppsautoshineindonesia 
#salonmobiljakarta
#paintprotection
#polesmobiljakarta
#tagjakarta #coatingmobiljakarta 
#psbbjakarta #ppkm #psbb #ppkmjakarta https://t.co/3hy5Luzs1N",1
"Ini diatur dalam Instruksi Menteri Dalam Negeri Nomor 34 Tahun 2021 tentang PPKM Level 4, 3, dan 2 Covid-19 di wilayah Jawa dan Bali.
https://t.co/52YaJ2kGk6

#PPKMLevel4 #PPKM https://t.co/e4st1BALSb",1
#ppkm https://t.co/gJlPXGfk0j,1
"Langgar Jam Operasional PPKM Level 3, Kafe di Bogor Ini Didenda Rp1 Juta https://t.co/kSdv6vpY7q #bogor #PPKM",1
"Sobat industri, kehadiran teknologi memudahkan kita utk mengurangi aktivitas keluar rumah saat akan membeli keperluan sehari-hari. 

Nah, siapa yg selama #DiRumahAja pada masa #PPKM ini jadi sering belanja/jajan online? Jgn lupa utamakan beli produk lokal ya sob!

#JagaIndustri https://t.co/QZriHZ2Ok3",0
"Dear Bpk ketua satgas Covid a.k.a Menteri Kemaritiman a.k.a tukang spam, ngerti gak soal ekonomi masyarakat? Dengan diberlakukannya seperti ini apakah efisien? P.P.K.M apakah memberhentikan penyebaran Corona Virus Disease-19?
#PPKM
Lanjut komen",2
"Aturan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Jawa Bali, lengkap termasuk DKI Jakarta kembali diperpanjang sampai 24 Januari 2022. Berikut aturannya. #PPKM  https://t.co/LWSpipYF2C",1
"Larangan ini saya tuangkan dalam Permenkumham no 27 tahun 2021

#menkumham #yasonnalaoly
#PPKM #wna #warganegaraasing #permenkumham #permenkumham27tahun202 #kumhampasti #kemenkumham #kumham #kumhamlebihpasti @bhp_semarang #news #berita https://t.co/ZJ2g8tggMU",1
"Pemerintah kembali perpanjang PPKM Jawa-Bali hingga 17 Januari 2022.

Selengkapnya 👇🏻 #PPKM https://t.co/KJACPs4Urv",1
"Ini bukanya udah langar protokol kesehatan yaa :)) 
#CovidTeratasiDenganPPKM 
#ppkm
@LaporCovid 
#dinaskesehatan",1
"Gini amat ya susah bet,mo silaturahmi sama kluarga di kampung halaman...

#PPKMDaruratPulihkanNKRI 
#PPKM 
#StopPandemicWithIslam",2
